0,0,40,40,bos
0,40,40,40,bos
0,80,40,40,bos
0,120,40,40,bos
0,160,40,40,bos
0,200,40,40,bos
0,240,40,40,bos
0,280,40,40,bos
40,0,40,40,bos
40,40,40,40,bos
40,80,40,40,bos
40,120,40,40,bos
40,160,40,40,bos
40,200,40,40,bos
40,240,40,40,bos
40,280,40,40,bos
80,0,40,40,bos
80,40,40,40,bos
80,80,40,40,bos
80,120,40,40,bos
80,160,40,40,bos
80,200,40,40,bos
80,240,40,40,bos
80,280,40,40,bos
120,0,40,40,bos
120,40,40,40,bos
120,80,40,40,bos
120,120,40,40,bos
120,160,40,40,bos
120,200,40,40,bos
120,240,40,40,bos
120,280,40,40,bos
160,0,40,40,mayin
160,40,40,40,bos
160,80,40,40,bos
160,120,40,40,bos
160,160,40,40,bos
160,200,40,40,bos
160,240,40,40,bos
160,280,40,40,bos
200,0,40,40,bos
200,40,40,40,bos
200,80,40,40,bos
200,120,40,40,bos
200,160,40,40,bos
200,200,40,40,bos
200,240,40,40,bos
200,280,40,40,bos
240,0,40,40,bos
240,40,40,40,bos
240,80,40,40,bos
240,120,40,40,bos
240,160,40,40,bos
240,200,40,40,bos
240,240,40,40,bos
240,280,40,40,bos
280,0,40,40,bos
280,40,40,40,bos
280,80,40,40,iskele
280,120,40,40,bos
280,160,40,40,bos
280,200,40,40,bos
280,240,40,40,bos
280,280,40,40,bos
320,0,40,40,bos
320,40,40,40,bos
320,80,40,40,bos
320,120,40,40,bos
320,160,40,40,bos
320,200,40,40,bos
320,240,40,40,bos
320,280,40,40,bos
360,0,40,40,bos
360,40,40,40,bos
360,80,40,40,bos
360,120,40,40,bos
360,160,40,40,bos
360,200,40,40,bos
360,240,40,40,bos
360,280,40,40,bos
400,0,40,40,bos
400,40,40,40,bos
400,80,40,40,kutu
400,120,40,40,kutu
400,160,40,40,bos
400,200,40,40,bos
400,240,40,40,bos
400,280,40,40,bos
440,0,40,40,bos
440,40,40,40,bos
440,80,40,40,bos
440,120,40,40,bos
440,160,40,40,bos
440,200,40,40,bos
440,240,40,40,bos
440,280,40,40,bos
480,0,40,40,bos
480,40,40,40,bos
480,80,40,40,bos
480,120,40,40,bos
480,160,40,40,bos
480,200,40,40,bos
480,240,40,40,bos
480,280,40,40,bos
520,0,40,40,bos
520,40,40,40,bos
520,80,40,40,bos
520,120,40,40,bos
520,160,40,40,bos
520,200,40,40,bos
520,240,40,40,bos
520,280,40,40,bos
560,0,40,40,bos
560,40,40,40,bos
560,80,40,40,bos
560,120,40,40,bos
560,160,40,40,bos
560,200,40,40,bos
560,240,40,40,bos
560,280,40,40,bos
600,0,40,40,bos
600,40,40,40,bos
600,80,40,40,bos
600,120,40,40,bos
600,160,40,40,bos
600,200,40,40,bos
600,240,40,40,bos
600,280,40,40,bos
640,0,40,40,bos
640,40,40,40,bos
640,80,40,40,bos
640,120,40,40,bos
640,160,40,40,bos
640,200,40,40,bos
640,240,40,40,bos
640,280,40,40,bos
680,0,40,40,bos
680,40,40,40,bos
680,80,40,40,bos
680,120,40,40,bos
680,160,40,40,bos
680,200,40,40,bos
680,240,40,40,bos
680,280,40,40,bos
720,0,40,40,bos
720,40,40,40,bos
720,80,40,40,bos
720,120,40,40,bos
720,160,40,40,bos
720,200,40,40,bos
720,240,40,40,bos
720,280,40,40,bos
760,0,40,40,bos
760,40,40,40,bos
760,80,40,40,bos
760,120,40,40,bos
760,160,40,40,bos
760,200,40,40,bos
760,240,40,40,bos
760,280,40,40,bos
